"doctor_id","clinic_id","doctor_name","doctor_gender","doctor_specialty","doctor_consultation_fee"
"DOC000338","CLN00001","dr. Cakrabirawa Haryanto, Sp.KK","L","Kulit & Kelamin",80000
"DOC000339","CLN00002","dr. Cakrabirawa Haryanto, Sp.KK","L","Kulit & Kelamin",80000
"DOC000340","CLN00059","dr. Cakrabuana Lazuardi, Sp.OG","L","Obgyn",1e+05
"DOC000341","CLN00060","dr. Cakrabuana Lazuardi, Sp.OG","L","Obgyn",1e+05
"DOC000342","CLN00061","dr. Cakrabuana Lazuardi, Sp.OG","L","Obgyn",1e+05
"DOC000343","CLN00062","dr. Cakrajiya Hutasoit, Sp.THT","L","THT",80000
"DOC000344","CLN00063","dr. Cakrajiya Hutasoit, Sp.THT","L","THT",80000
"DOC000345","CLN00012","dr. Cakrajiya Uwais, Sp.A","L","Anak",80000
"DOC000346","CLN00024","dr. Calista Mayasari","P","Umum",50000
"DOC000347","CLN00025","dr. Calista Mayasari","P","Umum",50000
"DOC000348","CLN00026","dr. Calista Mayasari","P","Umum",50000
"DOC000349","CLN00065","dr. Calista Salahudin","P","Umum",50000
"DOC000350","CLN00067","dr. Calista Salahudin","P","Umum",50000
"DOC000351","CLN00062","dr. Candra Ramadan, Sp.PD","L","Penyakit Dalam",80000
"DOC000352","CLN00063","dr. Candra Ramadan, Sp.PD","L","Penyakit Dalam",80000
"DOC000353","CLN00087","dr. Capa Megantara","L","Umum",50000
"DOC000354","CLN00051","dr. Caraka Wasita, Sp.PD","L","Penyakit Dalam",80000
"DOC000355","CLN00022","dr. Carla Megantara, Sp.A","P","Anak",80000
"DOC000356","CLN00023","dr. Carla Megantara, Sp.A","P","Anak",80000
"DOC000357","CLN00022","dr. Carla Rajata, Sp.THT","P","THT",80000
"DOC000358","CLN00024","dr. Carla Rajata, Sp.THT","P","THT",80000
"DOC000359","CLN00026","dr. Carla Rajata, Sp.THT","P","THT",80000
"DOC000360","CLN00085","dr. Caturangga Habibi, Sp.A","L","Anak",80000
"DOC000361","CLN00086","dr. Caturangga Habibi, Sp.A","L","Anak",80000
"DOC000362","CLN00084","dr. Cawisadi Pertiwi","L","Umum",50000
"DOC000363","CLN00085","dr. Cawisadi Pertiwi","L","Umum",50000
"DOC000364","CLN00057","dr. Cawisono Adriansyah","L","Umum",50000
"DOC000365","CLN00058","dr. Cawisono Adriansyah","L","Umum",50000
"DOC000366","CLN00003","dr. Cawisono Prasetya, Sp.A","L","Anak",80000
"DOC000367","CLN00004","dr. Cawisono Prasetya, Sp.A","L","Anak",80000
"DOC000368","CLN00002","dr. Cawuk Puspasari, Sp.THT","L","THT",80000
"DOC000369","CLN00015","dr. Cawuk Wijayanti","L","Umum",50000
"DOC000370","CLN00016","dr. Cawuk Wijayanti","L","Umum",50000
"DOC000371","CLN00019","dr. Cemani Saragih, Sp.A","L","Anak",80000
"DOC000372","CLN00020","dr. Cemani Saragih, Sp.A","L","Anak",80000
"DOC000373","CLN00021","dr. Cemani Saragih, Sp.A","L","Anak",80000
"DOC000374","CLN00058","dr. Cemeti Januar","L","Umum",50000
"DOC000375","CLN00068","dr. Cengkal Nasyiah","L","Umum",50000
"DOC000376","CLN00070","dr. Cengkal Nasyiah","L","Umum",50000
"DOC000377","CLN00028","dr. Cengkal Samosir, Sp.THT","L","THT",80000
"DOC000378","CLN00029","dr. Cengkal Samosir, Sp.THT","L","THT",80000
"DOC000379","CLN00030","dr. Cengkal Samosir, Sp.THT","L","THT",80000
"DOC000380","CLN00031","dr. Cengkal Samosir, Sp.THT","L","THT",80000
"DOC000381","CLN00032","dr. Cengkal Samosir, Sp.THT","L","THT",80000
"DOC000382","CLN00019","dr. Cengkir Adriansyah","L","Umum",50000
"DOC000383","CLN00020","dr. Cengkir Adriansyah","L","Umum",50000
"DOC000384","CLN00021","dr. Cengkir Adriansyah","L","Umum",50000
"DOC000385","CLN00003","dr. Cengkir Samosir, Sp.A","L","Anak",80000
"DOC000386","CLN00004","dr. Cengkir Samosir, Sp.A","L","Anak",80000
"DOC000387","CLN00071","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000388","CLN00072","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000389","CLN00073","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000390","CLN00074","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000391","CLN00075","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000392","CLN00076","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000393","CLN00077","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000394","CLN00078","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000395","CLN00079","dr. Chelsea Padmasari, Sp.OG","P","Obgyn",120000
"DOC000396","CLN00042","dr. Chelsea Permadi","P","Umum",50000
"DOC000397","CLN00046","dr. Chelsea Permadi","P","Umum",50000
"DOC000398","CLN00048","dr. Chelsea Permadi","P","Umum",50000
"DOC000399","CLN00061","dr. Chelsea Saragih, Sp.A","P","Anak",80000
"DOC000400","CLN00011","dr. Chelsea Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000401","CLN00012","dr. Chelsea Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000402","CLN00013","dr. Chelsea Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000403","CLN00014","dr. Chelsea Siregar, Sp.OG","P","Obgyn",1e+05
"DOC000404","CLN00065","dr. Ciaobella Napitupulu, Sp.PD","P","Penyakit Dalam",80000
"DOC000405","CLN00067","dr. Ciaobella Napitupulu, Sp.PD","P","Penyakit Dalam",80000
"DOC000406","CLN00033","dr. Ciaobella Nasyidah, Sp.A","P","Anak",1e+05
"DOC000407","CLN00034","dr. Ciaobella Nasyidah, Sp.A","P","Anak",1e+05
"DOC000408","CLN00035","dr. Ciaobella Nasyidah, Sp.A","P","Anak",1e+05
"DOC000409","CLN00036","dr. Ciaobella Nasyidah, Sp.A","P","Anak",1e+05
"DOC000410","CLN00037","dr. Ciaobella Nasyidah, Sp.A","P","Anak",1e+05
"DOC000411","CLN00039","dr. Ciaobella Nasyidah, Sp.A","P","Anak",1e+05
"DOC000412","CLN00057","dr. Ciaobella Pratama, Sp.THT","P","THT",80000
"DOC000413","CLN00058","dr. Ciaobella Pratama, Sp.THT","P","THT",80000
"DOC000414","CLN00062","dr. Ciaobella Uyainah, Sp.KK","P","Kulit & Kelamin",80000
"DOC000415","CLN00063","dr. Ciaobella Uyainah, Sp.KK","P","Kulit & Kelamin",80000
"DOC000416","CLN00061","dr. Cici Hasanah","P","Umum",50000
"DOC000417","CLN00016","dr. Cici Saefullah, Sp.PD","P","Penyakit Dalam",80000
"DOC000418","CLN00018","dr. Cici Saefullah, Sp.PD","P","Penyakit Dalam",80000
"DOC000419","CLN00041","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000420","CLN00042","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000421","CLN00043","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000422","CLN00044","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000423","CLN00045","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000424","CLN00046","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000425","CLN00047","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000426","CLN00048","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000427","CLN00049","dr. Cici Suryono, Sp.OG","P","Obgyn",1e+05
"DOC000428","CLN00042","dr. Cici Widiastuti, Sp.PD","P","Penyakit Dalam",80000
"DOC000429","CLN00043","dr. Cici Widiastuti, Sp.PD","P","Penyakit Dalam",80000
"DOC000430","CLN00049","dr. Cici Widiastuti, Sp.PD","P","Penyakit Dalam",80000
"DOC000431","CLN00071","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000432","CLN00072","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000433","CLN00073","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000434","CLN00074","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000435","CLN00075","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000436","CLN00076","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000437","CLN00077","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000438","CLN00078","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000439","CLN00079","dr. Cindy Saragih, Sp.KK","P","Kulit & Kelamin",1e+05
"DOC000440","CLN00085","dr. Cindy Zulaika","P","Umum",50000
"DOC000441","CLN00015","dr. Cinta Nasyidah","P","Umum",50000
"DOC000442","CLN00073","dr. Cinthia Laksmiwati","P","Umum",60000
"DOC000443","CLN00075","dr. Cinthia Laksmiwati","P","Umum",60000
"DOC000444","CLN00079","dr. Cinthia Laksmiwati","P","Umum",60000
"DOC000445","CLN00003","dr. Cinthia Palastri, Sp.PD","P","Penyakit Dalam",80000
"DOC000446","CLN00004","dr. Cinthia Palastri, Sp.PD","P","Penyakit Dalam",80000
"DOC000447","CLN00057","dr. Cinthia Puspita, Sp.THT","P","THT",80000
"DOC000448","CLN00058","dr. Cinthia Puspita, Sp.THT","P","THT",80000
"DOC000449","CLN00057","dr. Cinthia Suwarno","P","Umum",50000
"DOC000450","CLN00058","dr. Cinthia Suwarno","P","Umum",50000
"DOC000451","CLN00066","dr. Cinthia Yolanda","P","Umum",50000
"DOC000452","CLN00067","dr. Cinthia Yolanda","P","Umum",50000
"DOC000453","CLN00019","dr. Citra Anggriawan","P","Umum",50000
"DOC000454","CLN00020","dr. Citra Anggriawan","P","Umum",50000
"DOC000455","CLN00021","dr. Citra Anggriawan","P","Umum",50000
"DOC000456","CLN00068","dr. Citra Maryadi","P","Umum",50000
"DOC000457","CLN00070","dr. Citra Maryadi","P","Umum",50000
"DOC000458","CLN00033","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000459","CLN00034","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000460","CLN00035","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000461","CLN00036","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000462","CLN00037","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000463","CLN00039","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000464","CLN00040","dr. Citra Pudjiastuti","P","Umum",60000
"DOC000465","CLN00001","dr. Citra Uwais","P","Umum",50000
"DOC000466","CLN00002","dr. Citra Uwais","P","Umum",50000
"DOC000467","CLN00001","dr. Clara Napitupulu, Sp.KK","P","Kulit & Kelamin",80000
"DOC000468","CLN00002","dr. Clara Napitupulu, Sp.KK","P","Kulit & Kelamin",80000
"DOC000469","CLN00072","dr. Clara Riyanti, Sp.PD","P","Penyakit Dalam",90000
"DOC000470","CLN00073","dr. Clara Riyanti, Sp.PD","P","Penyakit Dalam",90000
"DOC000471","CLN00062","dr. Cornelia Oktaviani, Sp.THT","P","THT",80000
"DOC000472","CLN00063","dr. Cornelia Oktaviani, Sp.THT","P","THT",80000
"DOC000473","CLN00015","dr. Dacin Hariyah, Sp.OG","L","Obgyn",1e+05
"DOC000474","CLN00017","dr. Dacin Hariyah, Sp.OG","L","Obgyn",1e+05
"DOC000475","CLN00024","dr. Dagel Jailani","L","Umum",50000
"DOC000476","CLN00027","dr. Dagel Jailani","L","Umum",50000
"DOC000477","CLN00032","dr. Dalima Budiyanto","P","Umum",50000
"DOC000478","CLN00011","dr. Daliman Maryadi","L","Umum",50000
"DOC000479","CLN00012","dr. Daliman Maryadi","L","Umum",50000
"DOC000480","CLN00014","dr. Daliman Maryadi","L","Umum",50000
"DOC000481","CLN00052","dr. Daliono Pranowo, Sp.KK","L","Kulit & Kelamin",90000
"DOC000482","CLN00053","dr. Daliono Pranowo, Sp.KK","L","Kulit & Kelamin",90000
"DOC000483","CLN00054","dr. Daliono Pranowo, Sp.KK","L","Kulit & Kelamin",90000
"DOC000484","CLN00055","dr. Daliono Pranowo, Sp.KK","L","Kulit & Kelamin",90000
"DOC000485","CLN00056","dr. Daliono Pranowo, Sp.KK","L","Kulit & Kelamin",90000
"DOC000486","CLN00062","dr. Damar Kurniawan","L","Umum",50000
"DOC000487","CLN00002","dr. Damar Prasasta","L","Umum",50000
"DOC000488","CLN00068","dr. Damar Wastuti, Sp.A","L","Anak",80000
"DOC000489","CLN00069","dr. Damar Wastuti, Sp.A","L","Anak",80000
"DOC000490","CLN00070","dr. Damar Wastuti, Sp.A","L","Anak",80000
"DOC000491","CLN00059","dr. Damu Prasetya, Sp.A","L","Anak",80000
"DOC000492","CLN00060","dr. Damu Prasetya, Sp.A","L","Anak",80000
"DOC000493","CLN00023","dr. Damu Riyanti, Sp.THT","L","THT",80000
"DOC000494","CLN00024","dr. Damu Riyanti, Sp.THT","L","THT",80000
"DOC000495","CLN00025","dr. Damu Riyanti, Sp.THT","L","THT",80000
"DOC000496","CLN00026","dr. Damu Riyanti, Sp.THT","L","THT",80000
"DOC000497","CLN00082","dr. Danang Nugroho","L","Umum",50000
"DOC000498","CLN00012","dr. Daniswara Purwanti, Sp.A","L","Anak",80000
"DOC000499","CLN00013","dr. Daniswara Purwanti, Sp.A","L","Anak",80000
"DOC000500","CLN00003","dr. Daniswara Rahayu","L","Umum",50000
"DOC000501","CLN00019","dr. Danu Hastuti","L","Umum",50000
"DOC000502","CLN00021","dr. Danu Hastuti","L","Umum",50000
"DOC000503","CLN00001","dr. Danuja Habibi","L","Umum",50000
"DOC000504","CLN00003","dr. Danuja Habibi","L","Umum",50000
"DOC000505","CLN00003","dr. Danuja Haryanto, Sp.KK","L","Kulit & Kelamin",80000
"DOC000506","CLN00004","dr. Danuja Haryanto, Sp.KK","L","Kulit & Kelamin",80000
"DOC000507","CLN00053","dr. Dariati Pangestu","L","Umum",60000
"DOC000508","CLN00054","dr. Dariati Pangestu","L","Umum",60000
"DOC000509","CLN00056","dr. Dariati Pangestu","L","Umum",60000
"DOC000510","CLN00063","dr. Darijan Uwais, Sp.PD","L","Penyakit Dalam",80000
"DOC000511","CLN00028","dr. Darimin Hakim","L","Umum",50000
"DOC000512","CLN00029","dr. Darimin Hakim","L","Umum",50000
"DOC000513","CLN00032","dr. Darimin Hakim","L","Umum",50000
"DOC000514","CLN00050","dr. Darimin Marbun","L","Umum",50000
"DOC000515","CLN00051","dr. Darimin Marbun","L","Umum",50000
"DOC000516","CLN00011","dr. Darman Jailani","L","Umum",50000
"DOC000517","CLN00012","dr. Darman Jailani","L","Umum",50000
"DOC000518","CLN00022","dr. Darmana Maryati, Sp.THT","L","THT",80000
"DOC000519","CLN00023","dr. Darmana Maryati, Sp.THT","L","THT",80000
"DOC000520","CLN00024","dr. Darmana Maryati, Sp.THT","L","THT",80000
"DOC000521","CLN00026","dr. Darmana Maryati, Sp.THT","L","THT",80000
"DOC000522","CLN00064","dr. Darmanto Kuswandari, Sp.PD","L","Penyakit Dalam",80000
"DOC000523","CLN00001","dr. Darmanto Nugroho","L","Umum",50000
"DOC000524","CLN00002","dr. Darmanto Nugroho","L","Umum",50000
"DOC000525","CLN00003","dr. Dartono Adriansyah, Sp.A","L","Anak",80000
"DOC000526","CLN00004","dr. Dartono Adriansyah, Sp.A","L","Anak",80000
"DOC000527","CLN00055","dr. Dartono Hardiansyah","L","Umum",60000
"DOC000528","CLN00056","dr. Dartono Hardiansyah","L","Umum",60000
"DOC000529","CLN00058","dr. Dartono Manullang, Sp.A","L","Anak",80000
"DOC000530","CLN00041","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000531","CLN00042","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000532","CLN00043","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000533","CLN00044","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000534","CLN00045","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000535","CLN00046","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000536","CLN00047","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000537","CLN00048","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000538","CLN00049","dr. Dartono Mustofa, Sp.KK","L","Kulit & Kelamin",80000
"DOC000539","CLN00058","dr. Daru Pradana","L","Umum",50000
"DOC000540","CLN00033","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000541","CLN00034","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000542","CLN00035","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000543","CLN00036","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000544","CLN00037","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000545","CLN00038","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000546","CLN00039","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000547","CLN00040","dr. Daru Suryono, Sp.OG","L","Obgyn",130000
"DOC000548","CLN00064","dr. Daryani Widodo, Sp.A","L","Anak",80000
"DOC000549","CLN00067","dr. Daryani Widodo, Sp.A","L","Anak",80000
"DOC000550","CLN00064","dr. Dasa Jailani","L","Umum",50000
"DOC000551","CLN00065","dr. Dasa Jailani","L","Umum",50000
"DOC000552","CLN00022","dr. Dasa Utami, Sp.KK","L","Kulit & Kelamin",80000
"DOC000553","CLN00023","dr. Dasa Utami, Sp.KK","L","Kulit & Kelamin",80000
"DOC000554","CLN00024","dr. Dasa Utami, Sp.KK","L","Kulit & Kelamin",80000
"DOC000555","CLN00025","dr. Dasa Utami, Sp.KK","L","Kulit & Kelamin",80000
"DOC000556","CLN00026","dr. Dasa Utami, Sp.KK","L","Kulit & Kelamin",80000
"DOC000557","CLN00027","dr. Dasa Utami, Sp.KK","L","Kulit & Kelamin",80000
"DOC000558","CLN00059","dr. Devi Hutagalung, Sp.PD","P","Penyakit Dalam",80000
"DOC000559","CLN00060","dr. Devi Hutagalung, Sp.PD","P","Penyakit Dalam",80000
"DOC000560","CLN00061","dr. Devi Hutagalung, Sp.PD","P","Penyakit Dalam",80000
"DOC000561","CLN00006","dr. Devi Hutagalung","P","Umum",60000
"DOC000562","CLN00007","dr. Devi Hutagalung","P","Umum",60000
"DOC000563","CLN00009","dr. Devi Hutagalung","P","Umum",60000
"DOC000564","CLN00068","dr. Devi Pradipta, Sp.OG","P","Obgyn",1e+05
"DOC000565","CLN00069","dr. Devi Pradipta, Sp.OG","P","Obgyn",1e+05
"DOC000566","CLN00070","dr. Devi Pradipta, Sp.OG","P","Obgyn",1e+05
"DOC000567","CLN00027","dr. Devi Rajata","P","Umum",50000
"DOC000568","CLN00017","dr. Devi Simbolon, Sp.A","P","Anak",80000
"DOC000569","CLN00013","dr. Dewi Nababan, Sp.A","P","Anak",80000
"DOC000570","CLN00014","dr. Dewi Nababan, Sp.A","P","Anak",80000
"DOC000571","CLN00042","dr. Dewi Widiastuti","P","Umum",50000
"DOC000572","CLN00047","dr. Dewi Widiastuti","P","Umum",50000
"DOC000573","CLN00048","dr. Dewi Widiastuti","P","Umum",50000
"DOC000574","CLN00013","dr. Dewi Zulkarnain, Sp.A","P","Anak",80000
"DOC000575","CLN00014","dr. Dewi Zulkarnain, Sp.A","P","Anak",80000
"DOC000576","CLN00011","dr. Diah Ramadan","P","Umum",50000
"DOC000577","CLN00012","dr. Diah Ramadan","P","Umum",50000
"DOC000578","CLN00013","dr. Diah Ramadan","P","Umum",50000
"DOC000579","CLN00023","dr. Diah Suryatmi, Sp.THT","P","THT",80000
"DOC000580","CLN00024","dr. Diah Suryatmi, Sp.THT","P","THT",80000
"DOC000581","CLN00026","dr. Diah Suryatmi, Sp.THT","P","THT",80000
"DOC000582","CLN00022","dr. Dian Iswahyudi, Sp.THT","P","THT",80000
"DOC000583","CLN00023","dr. Dian Iswahyudi, Sp.THT","P","THT",80000
"DOC000584","CLN00024","dr. Dian Iswahyudi, Sp.THT","P","THT",80000
"DOC000585","CLN00026","dr. Dian Iswahyudi, Sp.THT","P","THT",80000
"DOC000586","CLN00063","dr. Dian Mandasari, Sp.A","P","Anak",80000
"DOC000587","CLN00086","dr. Dian Prasetyo","P","Umum",50000
"DOC000588","CLN00003","dr. Diana Fujiati, Sp.THT","P","THT",80000
"DOC000589","CLN00004","dr. Diana Fujiati, Sp.THT","P","THT",80000
"DOC000590","CLN00052","dr. Diana Hassanah, Sp.PD","P","Penyakit Dalam",80000
"DOC000591","CLN00057","dr. Diana Nugroho","P","Umum",50000
"DOC000592","CLN00058","dr. Diana Nugroho","P","Umum",50000
"DOC000593","CLN00012","dr. Diana Rahimah, Sp.PD","P","Penyakit Dalam",80000
"DOC000594","CLN00013","dr. Diana Rahimah, Sp.PD","P","Penyakit Dalam",80000
"DOC000595","CLN00085","dr. Diana Wijaya","P","Umum",50000
"DOC000596","CLN00022","dr. Dimas Pratama","L","Umum",50000
"DOC000597","CLN00023","dr. Dimas Pratama","L","Umum",50000
"DOC000598","CLN00027","dr. Dimas Pratama","L","Umum",50000
"DOC000599","CLN00062","dr. Dimas Wijaya","L","Umum",50000
"DOC000600","CLN00012","dr. Dimaz Sihotang, Sp.PD","L","Penyakit Dalam",80000
"DOC000601","CLN00013","dr. Dimaz Sihotang, Sp.PD","L","Penyakit Dalam",80000
"DOC000602","CLN00015","dr. Dina Permadi","P","Umum",50000
"DOC000603","CLN00016","dr. Dina Permadi","P","Umum",50000
"DOC000604","CLN00059","dr. Dina Pertiwi","P","Umum",50000
"DOC000605","CLN00061","dr. Dina Pertiwi","P","Umum",50000
"DOC000606","CLN00029","dr. Dina Prasasta, Sp.OG","P","Obgyn",1e+05
"DOC000607","CLN00030","dr. Dina Prasasta, Sp.OG","P","Obgyn",1e+05
"DOC000608","CLN00031","dr. Dina Prasasta, Sp.OG","P","Obgyn",1e+05
"DOC000609","CLN00019","dr. Dinda Irawan, Sp.KK","P","Kulit & Kelamin",80000
"DOC000610","CLN00020","dr. Dinda Irawan, Sp.KK","P","Kulit & Kelamin",80000
"DOC000611","CLN00021","dr. Dinda Irawan, Sp.KK","P","Kulit & Kelamin",80000
"DOC000612","CLN00019","dr. Dinda Purnawati","P","Umum",50000
"DOC000613","CLN00020","dr. Dinda Purnawati","P","Umum",50000
"DOC000614","CLN00003","dr. Dinda Wijaya","P","Umum",50000
"DOC000615","CLN00004","dr. Dinda Wijaya","P","Umum",50000
"DOC000616","CLN00001","dr. Dipa Maulana","L","Umum",50000
"DOC000617","CLN00059","dr. Dodo Wulandari, Sp.THT","L","THT",80000
"DOC000618","CLN00060","dr. Dodo Wulandari, Sp.THT","L","THT",80000
"DOC000619","CLN00015","dr. Dodo Yuliarti","L","Umum",50000
"DOC000620","CLN00016","dr. Dodo Yuliarti","L","Umum",50000
"DOC000621","CLN00018","dr. Dodo Yuliarti","L","Umum",50000
"DOC000622","CLN00062","dr. Dono Aryani","L","Umum",50000
"DOC000623","CLN00063","dr. Dono Aryani","L","Umum",50000
"DOC000624","CLN00012","dr. Dono Saptono","L","Umum",50000
"DOC000625","CLN00066","dr. Drajat Pangestu","L","Umum",50000
"DOC000626","CLN00067","dr. Drajat Pangestu","L","Umum",50000
"DOC000627","CLN00016","dr. Edi Tampubolon","L","Umum",50000
"DOC000628","CLN00017","dr. Edi Tampubolon","L","Umum",50000
"DOC000629","CLN00018","dr. Edi Tampubolon","L","Umum",50000
"DOC000630","CLN00001","dr. Edward Fujiati, Sp.THT","L","THT",80000
"DOC000631","CLN00002","dr. Edward Fujiati, Sp.THT","L","THT",80000
"DOC000632","CLN00062","dr. Edward Nurdiyanti","L","Umum",50000
"DOC000633","CLN00041","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000634","CLN00042","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000635","CLN00043","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000636","CLN00044","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000637","CLN00045","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000638","CLN00046","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000639","CLN00047","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000640","CLN00048","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000641","CLN00049","dr. Ega Maryati, Sp.KK","L","Kulit & Kelamin",80000
"DOC000642","CLN00062","dr. Eja Marpaung, Sp.A","L","Anak",80000
"DOC000643","CLN00062","dr. Eja Samosir","L","Umum",50000
"DOC000644","CLN00063","dr. Eja Samosir","L","Umum",50000
"DOC000645","CLN00042","dr. Eka Damanik, Sp.PD","P","Penyakit Dalam",80000
"DOC000646","CLN00043","dr. Eka Damanik, Sp.PD","P","Penyakit Dalam",80000
"DOC000647","CLN00047","dr. Eka Damanik, Sp.PD","P","Penyakit Dalam",80000
"DOC000648","CLN00052","dr. Eka Kusmawati, Sp.KK","P","Kulit & Kelamin",90000
"DOC000649","CLN00053","dr. Eka Kusmawati, Sp.KK","P","Kulit & Kelamin",90000
"DOC000650","CLN00054","dr. Eka Kusmawati, Sp.KK","P","Kulit & Kelamin",90000
"DOC000651","CLN00055","dr. Eka Kusmawati, Sp.KK","P","Kulit & Kelamin",90000
"DOC000652","CLN00056","dr. Eka Kusmawati, Sp.KK","P","Kulit & Kelamin",90000
"DOC000653","CLN00058","dr. Eka Saragih","P","Umum",50000
"DOC000654","CLN00012","dr. Eka Sitorus","L","Umum",50000
"DOC000655","CLN00013","dr. Eka Sitorus","L","Umum",50000
"DOC000656","CLN00014","dr. Eka Sitorus","L","Umum",50000
